  ktime  !g3.dat
  7
  time
   0.000000e+00     7.735000e+02
   3.490000e+00     7.735000e+02
   3.500000e+00     7.735000e+02
   7.500000e+00     8.030000e+02
   1.200000e+01     8.200000e+02
   6.549900e+01     8.200000e+02
   6.100100e+03     8.200000e+02
