  ktime  !g3.dat
  6
  time
   0.000000e+00     7.705000e+02
   3.000000e+00     7.750000e+02
   3.500000e+00     7.750000e+02
   7.500000e+00     8.030000e+02
   1.200000e+01     8.200000e+02
   5.000000e+03     8.200000e+02
