  Time  points  !dens.dat
  6
  Time[s]  Density[19]
   0.000000e+00     0.000000e+00
   1.500000e+00     0.000000e+00
   3.500000e+00     0.000000e+00
   8.200000e+00     0.000000e+00
   1.205000e+01     0.000000e+00
   5.012000e+03     0.000000e+00
