  ktime  !g4.dat
  5
  time
   0.000000e+00     1.531400e+02
   3.500000e+00     1.531400e+02
   1.200000e+01     3.000000e+01
   1.800000e+01     2.300000e+01
   6.000000e+03     2.300000e+01
