  ktime  !g3.dat
  8
  time
   0.000000e+00     7.705000e+02
   3.000000e+00     7.750000e+02
   3.500000e+00     7.750000e+02
   7.500000e+00     8.050000e+02
   1.000000e+01     8.150000e+02
   1.200000e+01     8.170000e+02
   2.000000e+01     8.200000e+02
   5.000000e+03     8.200000e+02
