  Time_points  Z_Ne  !gamma_z4.dat
  8  2
  Time[ms]  Content
  -1.000000e-02     1.000000e-01
   0.000000e+00     2.000000e-01
   1.000000e+03     2.000000e-02
   1.500000e+03     2.000000e-02
   2.600000e+03     2.000000e-02
   3.000000e+04     1.000000e-01
   8.000000e+04     1.000000e-01
   1.000000e+07     1.000000e-01
