  Time_points  Z_Ar  !gamma_z3.dat
  6  18
  Time[ms]  Content
  -1.000000e-02     1.000000e-15
   0.000000e+00     1.000000e-15
   1.000000e+03     1.000000e-15
   1.500000e+03     1.000000e-15
   2.600000e+03     1.000000e-15
   1.000000e+07     1.000000e-15
