  Time_points  Z_Be(Ip>1.5MA)  !gamma_z1.dat
  7  4
  Time[ms]  Content
  -1.000000e-02     2.000000e-02
   0.000000e+00     2.000000e-02
   1.300000e+03     4.000000e-01
   4.000000e+03     4.000000e-01
   1.200000e+04     4.000000e-01
   2.200000e+04     0.000000e+00
   8.000000e+07     0.000000e+00
