  ktime  !g4.dat
  6
  time
   0.000000e+00     1.489000e+02
   3.500000e+00     1.489000e+02
   1.200000e+01     2.500000e+01
   2.035960e+01     2.400000e+01
   6.519600e+01     2.276090e+01
   6.100100e+03     2.276090e+01
