  ktime  !g6.dat
  8
  time
   0.000000e+00     4.105000e+02
   3.500000e+00     4.105000e+02
   1.700000e+01     4.105000e+02
   1.900000e+01     4.176000e+02
   2.000000e+01     4.214000e+02
   2.000000e+02     4.214000e+02
   5.000000e+02     4.280000e+02
   6.100000e+03     4.280000e+02
