  ktime  !g5.dat
  7
  time
   0.000000e+00     2.655000e+02
   3.500000e+00     2.655000e+02
   7.500000e+00     1.895000e+02
   1.200000e+01     1.580000e+02
   1.900000e+01     9.000000e+01
   6.519600e+01     5.959950e+01
   6.100100e+03     5.959950e+01
