  ktime  !g4.dat
  7
  time
   0.000000e+00     1.489000e+02
   3.500000e+00     1.489000e+02
   7.500000e+00     9.130000e+01
   1.200000e+01     7.140000e+01
   1.900000e+01     2.500000e+01
   6.519600e+01     2.276090e+01
   6.100100e+03     2.276090e+01
