Time(s),Ip,I(CSU3),I(CSU2),I(CS1),I(CSL2)
     0.000000e+00     1.000000e-03     2.316828e+01     2.224421e+01     2.214061e+01     2.229628e+01     2.325470e+01     1.006233e+01     1.252842e+00     2.412295e-02     5.276274e-01    -1.815998e-01     9.641887e+00
     5.000000e-02     1.000000e-03     2.312842e+01     2.221038e+01     2.205118e+01     2.229148e+01     2.309789e+01     9.868193e+00     1.225576e+00     2.482897e-02     5.231985e-01    -1.720633e-01     9.540113e+00
     1.000000e-01     1.000000e-03     2.308891e+01     2.217929e+01     2.198024e+01     2.231121e+01     2.292641e+01     9.676058e+00     1.189867e+00     3.435421e-02     5.246583e-01    -1.567267e-01     9.443678e+00
     1.500000e-01     1.000000e-03     2.304165e+01     2.214269e+01     2.191418e+01     2.233560e+01     2.274795e+01     9.491626e+00     1.155059e+00     5.216942e-02     5.325928e-01    -1.363376e-01     9.352056e+00
     2.000000e-01     1.000000e-03     2.298746e+01     2.210203e+01     2.185163e+01     2.236392e+01     2.256368e+01     9.313657e+00     1.120882e+00     7.573061e-02     5.439651e-01    -1.133129e-01     9.263569e+00
     2.500000e-01     1.000000e-03     2.293071e+01     2.206193e+01     2.178939e+01     2.239497e+01     2.237943e+01     9.141286e+00     1.088301e+00     9.784524e-02     5.499776e-01    -9.420980e-02     9.175819e+00
     3.000000e-01     1.000000e-03     2.287118e+01     2.202213e+01     2.172704e+01     2.242826e+01     2.219528e+01     8.973887e+00     1.057204e+00     1.182077e-01     5.503383e-01    -7.917103e-02     9.088564e+00
     3.500000e-01     1.000000e-03     2.280865e+01     2.198251e+01     2.166325e+01     2.246334e+01     2.201129e+01     8.810977e+00     1.027453e+00     1.367128e-01     5.454661e-01    -6.821744e-02     9.001835e+00
     4.000000e-01     1.000000e-03     2.274470e+01     2.194607e+01     2.158749e+01     2.249859e+01     2.182971e+01     8.652101e+00     9.992232e-01     1.511952e-01     5.370935e-01    -6.327808e-02     8.916478e+00
     4.500000e-01     1.000000e-03     2.267951e+01     2.191333e+01     2.149772e+01     2.253372e+01     2.165103e+01     8.496948e+00     9.725282e-01     1.612393e-01     5.257541e-01    -6.467455e-02     8.832706e+00
     5.000000e-01     1.000000e-03     2.261304e+01     2.188402e+01     2.139450e+01     2.256865e+01     2.147521e+01     8.345289e+00     9.473298e-01     1.669633e-01     5.116213e-01    -7.219969e-02     8.750542e+00
     5.500000e-01     1.000000e-03     2.255593e+01     2.185667e+01     2.128650e+01     2.259455e+01     2.130364e+01     8.196304e+00     9.233618e-01     1.693535e-01     4.973526e-01    -8.121514e-02     8.670163e+00
     6.000000e-01     1.000000e-03     2.251438e+01     2.183007e+01     2.117859e+01     2.260627e+01     2.113717e+01     8.049408e+00     9.004247e-01     1.689327e-01     4.844206e-01    -8.917797e-02     8.591486e+00
     6.500000e-01     1.000000e-03     2.248808e+01     2.180385e+01     2.107051e+01     2.260409e+01     2.097579e+01     7.904445e+00     8.784669e-01     1.656584e-01     4.727339e-01    -9.629015e-02     8.514348e+00
     7.000000e-01     1.000000e-03     2.247599e+01     2.177578e+01     2.096772e+01     2.257916e+01     2.082138e+01     7.761312e+00     8.572532e-01     1.608387e-01     4.620566e-01    -1.027027e-01     8.438590e+00
     7.500000e-01     1.000000e-03     2.247668e+01     2.174240e+01     2.087907e+01     2.251709e+01     2.067716e+01     7.619945e+00     8.363943e-01     1.566029e-01     4.520262e-01    -1.085482e-01     8.364066e+00
     8.000000e-01     1.000000e-03     2.249000e+01     2.170350e+01     2.080408e+01     2.241824e+01     2.054316e+01     7.480264e+00     8.157983e-01     1.528761e-01     4.425546e-01    -1.139075e-01     8.290726e+00
     8.500000e-01     1.000000e-03     2.251391e+01     2.166087e+01     2.073882e+01     2.229037e+01     2.041774e+01     7.342290e+00     7.953901e-01     1.495744e-01     4.335695e-01    -1.188445e-01     8.218562e+00
     9.000000e-01     1.000000e-03     2.254035e+01     2.162243e+01     2.066867e+01     2.216391e+01     2.029413e+01     7.206371e+00     7.751057e-01     1.466285e-01     4.250077e-01    -1.234120e-01     8.147643e+00
     9.500000e-01     1.000000e-03     2.256843e+01     2.158905e+01     2.059234e+01     2.204155e+01     2.017138e+01     7.072508e+00     7.548916e-01     1.439804e-01     4.168142e-01    -1.276557e-01     8.077904e+00
     1.000000e+00     1.000000e-03     2.259835e+01     2.155876e+01     2.051159e+01     2.192256e+01     2.004938e+01     6.940817e+00     7.346970e-01     1.415816e-01     4.089409e-01    -1.316180e-01     8.009261e+00
     1.050000e+00     1.000000e-03     2.263261e+01     2.150534e+01     2.044756e+01     2.180235e+01     1.992854e+01     6.813506e+00     7.143749e-01     1.393807e-01     4.013447e-01    -1.353396e-01     7.941623e+00
     1.100000e+00     1.000000e-03     2.267214e+01     2.142125e+01     2.040595e+01     2.167919e+01     1.980894e+01     6.691179e+00     6.938483e-01     1.373392e-01     3.939874e-01    -1.388593e-01     7.874913e+00
     1.150000e+00     5.050000e-02     2.271694e+01     2.130683e+01     2.038503e+01     2.155263e+01     1.969049e+01     6.573729e+00     6.730699e-01     1.353642e-01     3.867608e-01    -1.422431e-01     7.809036e+00
     1.200000e+00     1.000000e-01     2.276228e+01     2.117724e+01     2.035574e+01     2.144450e+01     1.958267e+01     6.465063e+00     6.652446e-01     1.333992e-01     3.800793e-01    -1.427210e-01     7.746344e+00
     1.250000e+00     1.545455e-01     2.280410e+01     2.104469e+01     2.029740e+01     2.137172e+01     1.949247e+01     6.367671e+00     6.801510e-01     1.312032e-01     3.742355e-01    -1.383016e-01     7.688274e+00
     1.300000e+00     2.090909e-01     2.284200e+01     2.090870e+01     2.021021e+01     2.133293e+01     1.941915e+01     6.280675e+00     7.168022e-01     1.283161e-01     3.688796e-01    -1.293953e-01     7.634184e+00
     1.350000e+00     2.636364e-01     2.287055e+01     2.077945e+01     2.010677e+01     2.131562e+01     1.935792e+01     6.201173e+00     7.623853e-01     1.241898e-01     3.631355e-01    -1.178607e-01     7.582871e+00
     1.400000e+00     3.181818e-01     2.287871e+01     2.067784e+01     2.001026e+01     2.129451e+01     1.929961e+01     6.124558e+00     7.913533e-01     1.183588e-01     3.554924e-01    -1.070958e-01     7.532665e+00
     1.450000e+00     3.727273e-01     2.286647e+01     2.060366e+01     1.992098e+01     2.126953e+01     1.924426e+01     6.051344e+00     8.040849e-01     1.112335e-01     3.461287e-01    -9.699847e-02     7.483744e+00
     1.500000e+00     4.272727e-01     2.283443e+01     2.055358e+01     1.983803e+01     2.124205e+01     1.919036e+01     5.982355e+00     8.040032e-01     1.031920e-01     3.353594e-01    -8.766942e-02     7.436373e+00
     1.550000e+00     4.818182e-01     2.278431e+01     2.051241e+01     1.975889e+01     2.121752e+01     1.912851e+01     5.919740e+00     8.058868e-01     9.473928e-02     3.241633e-01    -8.034621e-02     7.391274e+00
     1.600000e+00     5.363636e-01     2.271662e+01     2.047818e+01     1.968324e+01     2.119689e+01     1.905755e+01     5.863567e+00     8.116252e-01     8.588448e-02     3.127099e-01    -7.511796e-02     7.348705e+00
     1.650000e+00     5.909091e-01     2.263209e+01     2.045058e+01     1.961115e+01     2.118017e+01     1.897795e+01     5.813514e+00     8.209029e-01     7.661402e-02     3.010614e-01    -7.183815e-02     7.308773e+00
     1.700000e+00     6.454545e-01     2.254199e+01     2.041733e+01     1.954032e+01     2.116397e+01     1.889518e+01     5.766587e+00     8.309035e-01     6.699576e-02     2.896395e-01    -6.944624e-02     7.271098e+00
     1.750000e+00     7.000000e-01     2.245095e+01     2.037375e+01     1.946962e+01     2.114697e+01     1.881147e+01     5.721649e+00     8.405936e-01     5.706751e-02     2.785950e-01    -6.752421e-02     7.235508e+00
     1.800000e+00     7.266667e-01     2.235906e+01     2.032015e+01     1.939901e+01     2.112926e+01     1.872689e+01     5.678738e+00     8.500334e-01     4.682327e-02     2.679029e-01    -6.607269e-02     7.202004e+00
