  Time_points  Z_Ne  !gamma_z4.dat
  8  10
  Time[ms]  Content
  -1.000000e-02     1.000000e-15
   0.000000e+00     1.000000e-15
   1.000000e+03     1.000000e-15
   1.500000e+03     2.000000e-15
   2.600000e+03     4.000000e-15
   7.500000e+04     4.000000e-15
   8.000000e+04     2.000000e-03
   1.000000e+07     2.000000e-03
