 tt,betpj,betp_flat,emoe,del_emo,del_emo_0
  7.6128E+04  1.2058E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6138E+04  1.2063E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6148E+04  1.2157E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6158E+04  1.2247E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6168E+04  1.2334E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6178E+04  1.2417E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6188E+04  1.2500E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6198E+04  1.2583E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6208E+04  1.2662E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6218E+04  1.2740E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6228E+04  1.2820E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6238E+04  1.2898E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6248E+04  1.2976E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6258E+04  1.3054E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6268E+04  1.3130E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6278E+04  1.3204E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6288E+04  1.3279E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6298E+04  1.3353E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6308E+04  1.3424E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6318E+04  1.3496E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6328E+04  1.3569E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6338E+04  1.3641E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6348E+04  1.3712E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6358E+04  1.3782E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6368E+04  1.3853E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6378E+04  1.3921E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6388E+04  1.3989E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6398E+04  1.4058E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6408E+04  1.4127E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6418E+04  1.4196E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6428E+04  1.4263E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6438E+04  1.4331E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6448E+04  1.4398E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6458E+04  1.4464E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6468E+04  1.4531E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6478E+04  1.4598E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6488E+04  1.4665E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6498E+04  1.4733E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6508E+04  1.4801E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6518E+04  1.4867E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6528E+04  1.4934E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6538E+04  1.4999E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6548E+04  1.5063E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6558E+04  1.5128E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6568E+04  1.5194E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6578E+04  1.5259E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6588E+04  1.5320E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6598E+04  1.5384E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6608E+04  1.5447E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6618E+04  1.5509E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6628E+04  1.5571E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6638E+04  1.5634E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6648E+04  1.5695E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6658E+04  1.5752E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6668E+04  1.5811E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6678E+04  1.5871E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6688E+04  1.5925E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6698E+04  1.5980E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6708E+04  1.6037E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6718E+04  1.6094E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6728E+04  1.6150E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6738E+04  1.6206E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6748E+04  1.6263E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6758E+04  1.6319E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6768E+04  1.6376E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6778E+04  1.6432E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6788E+04  1.6487E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6798E+04  1.6542E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6808E+04  1.6598E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6818E+04  1.6653E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6828E+04  1.6710E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6838E+04  1.6764E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6848E+04  1.6821E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6858E+04  1.6878E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6868E+04  1.6932E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6878E+04  1.6985E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6888E+04  1.7037E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6898E+04  1.7089E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6908E+04  1.7147E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6918E+04  1.7199E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6928E+04  1.7248E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6938E+04  1.7297E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6948E+04  1.7349E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6958E+04  1.7397E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6968E+04  1.7445E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6978E+04  1.7495E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6988E+04  1.7545E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.6998E+04  1.7594E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.7008E+04  1.7645E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.7018E+04  1.7694E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.7028E+04  1.7741E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.7038E+04  1.7789E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.7048E+04  1.7837E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.7058E+04  1.7883E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.7068E+04  1.7929E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
  7.7078E+04  1.7975E-01  6.7800E-01  5.3000E+01  0.0000E+00  0.0000E+00
